CustomerId,SubscriptionStatus,CallsPerMonth
6474-FVJLC,Cancelled,47
4524-QCSSM,Active,31
5832-EXGTT,Active,23
8840-DQLGN,Cancelled,17
2039-JONDJ,Active,29
7217-JYHOQ,Active,55
6695-FRVEC,Active,36
4547-LYTDD,Cancelled,6
9894-QMIMJ,Active,46
8069-YQQAJ,Active,36
6770-XUAGN,Cancelled,42
4193-ORFCL,Cancelled,28
1636-NTNCO,Active,48
3466-WAESX,Active,23
9281-PKKZE,Active,49
3638-VBZTA,Active,39
7459-IMVYU,Active,55
7776-QWNFX,Cancelled,33
6689-TCZHQ,Cancelled,38
8563-OYMQY,Active,11
0754-EEBDC,Active,18
5777-ZPQNC,Active,7
1951-IEYXM,Active,5
3318-NMQXL,Active,24
3143-ILDAL,Cancelled,31
1022-RKXDR,Active,10
2361-FJWNO,Active,40
2272-UOINI,Active,25
8232-UTFOZ,Active,32
3750-YHRYO,Active,40
6637-KYRCV,Active,6
5668-MEISB,Active,37
0129-QMPDR,Active,15
7188-CBBBA,Active,51
5356-CSVSQ,Active,46
3221-CJMSG,Active,29
4720-VSTSI,Cancelled,45
3219-JQRSL,Active,10
2801-NISEI,Active,23
3946-MHCZW,Cancelled,13
4623-ZKHLY,Active,43
6732-VAILE,Active,43
8201-AAXCB,Active,21
7696-CFTAT,Active,52
1845-CSBRZ,Active,18
2123-VSCOT,Active,21
6651-AZVTJ,Cancelled,47
4566-GOLUK,Cancelled,13
2484-DGXPZ,Cancelled,13
2018-QKYGT,Active,38
2792-VPPET,Active,9
7409-JURKQ,Active,27
3247-MHJKM,Active,49
1964-SVLEA,Active,30
4587-NUKOX,Cancelled,53
7297-DVYGA,Active,50
2239-CGBUZ,Active,22
0854-UYHZD,Active,24
7243-LCGGZ,Active,18
8267-KFGYD,Active,40
4890-VMUAV,Active,18
9261-WDCAF,Active,17
3764-MNMOI,Active,37
7442-YGZFK,Active,37
0420-BWTPW,Cancelled,5
8229-BUJHX,Active,5
7449-HVPIV,Active,9
5504-WSIUR,Active,34
8183-ONMXC,Cancelled,34
8466-PZBLH,Active,20
9614-RMGHA,Cancelled,7
8735-IJJEG,Active,53
0564-MUUQK,Active,43
5054-IEXZT,Cancelled,13
5834-ASPWA,Cancelled,24
0701-RFGFI,Active,38
0019-EFAEP,Active,26
5619-PTMIK,Active,9
3737-XBQDD,Active,46
5882-CMAZQ,Active,6
5846-QFDFI,Active,48
4445-KWOKW,Active,16
3511-APPBJ,Active,41
7967-HYCDE,Active,21
2430-RRYUW,Active,29
3948-XHGNA,Cancelled,50
3723-BFBGR,Active,55
0565-IYCGT,Cancelled,26
5447-WZAFP,Active,52
5110-CHOPY,Active,24
5445-UTODQ,Cancelled,35
4425-OWHWB,Active,50
7892-QVYKW,Active,44
9675-ICXCT,Active,18
1024-VRZHF,Cancelled,50
4703-MQYKT,Active,10
9497-QCMMS,Cancelled,21
5692-ICXLW,Active,13
0602-DDUML,Active,22
2208-MPXIO,Active,9
1960-UYCNN,Active,43
0348-SDKOL,Cancelled,33
3190-FZATL,Active,26
7336-RLLRH,Active,23
4373-MAVJG,Cancelled,27
8901-HJXTF,Cancelled,16
7710-JSYOA,Active,7
5419-KLXBN,Cancelled,35
3424-NMNBO,Cancelled,43
9885-MFVSU,Active,38
4514-GFCFI,Cancelled,16
0607-MVMGC,Active,13
3365-SAIGS,Active,41
9828-AOQLM,Cancelled,43
8022-BECSI,Active,51
8000-REIQB,Cancelled,12
9993-LHIEB,Active,15
0266-CLZKZ,Active,51
7615-ESMYF,Cancelled,55
3858-VOBET,Cancelled,24
7020-OZKXZ,Active,28
3977-QCRSL,Active,32
0017-DINOC,Active,39
1447-PJGGA,Cancelled,47
8565-CLBZW,Cancelled,22
9139-WQQDY,Cancelled,20
0224-HJAPT,Cancelled,5
8086-OVPWV,Cancelled,47
9430-FRQOC,Cancelled,28
7639-OPLNG,Active,43
3074-GQWYX,Cancelled,27
1492-QGCLU,Active,24
6845-RGTYS,Cancelled,31
7328-OWMOM,Active,32
4418-LZMSV,Active,47
5155-AZQPB,Active,32
8861-HGGKB,Cancelled,12
1087-GRUYI,Active,47
7065-YUNRY,Cancelled,32
7694-VLBWQ,Cancelled,53
2546-KZAAT,Active,36
0181-RITDD,Active,27
5989-PGKJB,Active,38
4795-KTRTH,Cancelled,9
8272-ONJLV,Active,52
1488-PBLJN,Active,20
0308-GIQJT,Active,47
3778-FOAQW,Active,16
4452-ROHMO,Active,28
6481-OGDOO,Cancelled,42
3090-LETTY,Active,6
5349-AZPEW,Active,23
3753-TSEMP,Cancelled,29
8305-VHZBZ,Cancelled,30
9720-JJJOR,Active,45
8100-HZZLJ,Active,9
8775-ERLNB,Active,48
8309-IEYJD,Active,25
9172-JITSM,Cancelled,14
6298-QDFNH,Cancelled,17
7398-HPYZQ,Active,21
3546-GHEAE,Active,37
7361-YPXFS,Active,7
6557-BZXLQ,Active,41
2550-QHZGP,Active,55
7519-JTWQH,Active,9
2538-OIMXF,Active,47
8543-MSDMF,Active,6
9961-JBNMK,Cancelled,13
1170-SASML,Active,21
4872-JCVCA,Active,52
5346-BZCHP,Active,42
2038-LLMLM,Active,36
6173-ITPWD,Cancelled,26
9734-UYXQI,Cancelled,7
1216-BGTSP,Active,7
4138-NAXED,Active,35
2189-UXTKY,Cancelled,12
0744-BIKKF,Active,36
7483-IQWIB,Active,10
5248-KWLAR,Active,47
4958-GZWIY,Cancelled,53
7996-MHXLW,Active,32
7833-PKIHD,Active,5
7061-OVMIM,Active,53
5153-RTHKF,Active,29
1852-QSWCD,Active,10
4832-VRBMR,Active,45
9079-LWTFD,Active,49
6356-ELRKD,Cancelled,29
8624-GIOUT,Cancelled,47
3392-EHMNK,Active,55
5986-WWXDV,Active,15
3061-BCKYI,Active,13
6179-GJPSO,Cancelled,55
7901-TBKJX,Active,36
7228-PAQPD,Active,28
3177-LASXD,Cancelled,31
7746-QYVCO,Active,19
5804-HYIEZ,Active,43
9919-FZDED,Active,24
5934-TSSAU,Active,47
3486-KHMLI,Active,9
4897-QSUYC,Cancelled,44
1084-UQCHV,Cancelled,17
8290-YWKHZ,Cancelled,44
2955-BJZHG,Cancelled,40
3806-DXQOM,Cancelled,50
6784-XYJAE,Active,8
3933-DQPWX,Active,53
6661-EIPZC,Active,29
8957-THMOA,Active,44
2251-PYLPB,Active,29
5555-RNPGT,Active,40
1057-FOGLZ,Active,37
9300-RENDD,Cancelled,24
0761-AETCS,Cancelled,21
8087-LGYHQ,Active,28
4137-BTIKL,Active,6
2190-BCXEC,Active,37
6227-FBDXH,Active,23
2153-MREFK,Cancelled,30
2911-WDXMV,Active,19
7206-PQBBZ,Active,30
3106-ULWFW,Cancelled,49
0925-VYDLG,Cancelled,7
4547-FZJWE,Active,35
7422-WNBTY,Active,47
0842-IWYCP,Active,23
3521-HTQTV,Active,23
3744-ZBHON,Active,36
3373-DIUUN,Active,28
8383-SGHJU,Active,48
7607-QKKTJ,Active,28
7707-PYBBH,Active,53
8984-HPEMB,Active,22
4349-GFQHK,Cancelled,21
4139-DETXS,Active,28
9779-DPNEJ,Active,11
9805-FILKB,Active,44
5793-YOLJN,Active,8
0673-IGUQO,Active,43
4123-FCVCB,Active,40
8819-IMISP,Active,41
7802-EFKNY,Cancelled,29
8311-UEUAB,Active,29
5858-EAFCZ,Active,11
8035-BUYVG,Cancelled,29
1163-ONYEY,Active,30
9787-XVQIU,Cancelled,23
8945-MUQUF,Cancelled,7
5656-MJEFC,Active,42
6082-OQFBA,Active,51
8051-HJRLT,Cancelled,24
8974-OVACP,Active,42
4010-YLMVT,Active,15
1379-FRVEB,Active,18
8612-GXIDD,Active,29
6288-CHQJB,Active,54
8160-HOWOX,Active,20
3023-GFLBR,Cancelled,48
6648-INWPS,Active,39
4223-BKEOR,Active,54
4079-VTGLK,Active,21
1763-WQFUK,Active,39
1391-UBDAR,Active,55
8894-JVDCV,Active,48
2023-VQFDL,Active,51
1345-GKDZZ,Active,53
2014-MKGMH,Active,31
5628-FCGYG,Active,27
2560-WBWXF,Active,51
0248-IPDFW,Active,42
7978-DKUQH,Active,20
4335-UPJSI,Active,49
0524-IAVZO,Cancelled,31
2737-YNGYW,Cancelled,5
1784-EZDKJ,Active,44
9297-FVVDH,Active,46
8007-YYPWD,Active,24
7101-HRBLJ,Active,21
5159-YFPKQ,Cancelled,50
6635-CPNUN,Active,14
4021-RQSNY,Cancelled,21
5453-YBTWV,Active,50
5039-LZRQT,Active,48
2931-VUVJN,Active,15
9061-TIHDA,Cancelled,27
8699-ASUFO,Cancelled,13
6418-PIQSP,Active,21
8220-OCUFY,Active,24
3995-WFCSM,Active,32
1895-QTKDO,Active,51
2038-OEQZH,Active,35
1178-PZGAB,Active,31
7927-AUXBZ,Cancelled,31
2626-VEEWG,Active,25
2878-RMWXY,Active,51
1657-DYMBM,Active,29
7311-MQJCH,Active,50
7375-WMVMT,Active,52
1136-XGEQU,Active,21
2530-FMFXO,Active,34
6844-DZKRF,Active,29
4695-WJZUE,Cancelled,41
7619-ODSGN,Cancelled,46
5970-GHJAW,Active,24
8879-XUAHX,Active,42
3689-MOZGR,Active,29
4195-PNGZS,Active,47
5003-XZWWO,Active,21
3988-RQIXO,Cancelled,8
7622-FWGEW,Active,41
6922-NCEDI,Active,38
2514-GINMM,Cancelled,47
9891-NQDBD,Active,10
6131-IUNXN,Active,9
8548-AWOFC,Active,36
9798-DRYDS,Active,42
8532-UEFWH,Active,36
6296-DDOOR,Active,44
7951-VRDVK,Active,23
5931-FLJJF,Cancelled,34
4815-YOSUK,Active,27
2659-VXMWZ,Cancelled,21
0380-NEAVX,Active,34
3207-OYBWH,Cancelled,22
4285-GYRQC,Cancelled,23
7216-EWTRS,Cancelled,33
4365-MSDYN,Active,37
7036-TYDEC,Active,37
5802-ADBRC,Active,5
8076-FEZKJ,Active,24
5197-YPYBZ,Active,13
8337-MSSXB,Cancelled,29
4312-GVYNH,Active,18
8495-LJDFO,Active,24
0839-JTCUD,Active,25
5494-WOZRZ,Active,21
1302-UHBDD,Active,49
2234-EOFPT,Active,12
8619-IJNDK,Active,29
8378-LKJAF,Active,51
8182-BJDSI,Cancelled,16
2528-HFYZX,Cancelled,17
1153-GNOLC,Active,34
3298-QEICA,Active,36
0788-DXBFY,Active,50
3597-YASZG,Active,39
3496-LFSZU,Active,27
5242-UOWHD,Active,47
2482-CZGBB,Cancelled,38
6479-SZPLM,Active,8
8097-VBQTZ,Active,29
4500-HKANN,Active,31
9917-KWRBE,Active,36
3420-ZDBMA,Active,50
2212-LYASK,Active,33
1393-IMKZG,Active,43
8069-RHUXK,Active,15
3398-GCPMU,Active,8
2908-WGAXL,Active,7
3378-AJRAO,Active,21
1013-QCWAM,Active,31
0866-QLSIR,Cancelled,36
6050-FFXES,Active,14
7181-BQYBV,Cancelled,22
0362-RAOQO,Active,37
9554-DFKIC,Active,43
5527-ACHSO,Active,23
0829-DDVLK,Active,39
1399-UBQIU,Active,15
1813-JLKWR,Active,52
0336-PIKEI,Active,53
7322-OCWHC,Active,42
9537-VHDTA,Active,16
4957-TIALW,Active,48
2054-PJOCK,Active,19
9150-HEPMB,Active,24
9030-QGZNL,Active,49
6204-IEUXJ,Cancelled,30
3126-WQMGH,Active,47
4529-CKBCL,Cancelled,29
2506-CLAKW,Cancelled,33
7176-WRTNX,Active,44
1583-IHQZE,Cancelled,6
5732-IKGQH,Active,52
9239-GZHZE,Active,26
7205-BAIAD,Active,55
0151-ONTOV,Cancelled,22
4140-MUHUG,Cancelled,35
0093-EXYQL,Active,52
8064-RAVOH,Active,55
0219-QAERP,Active,53
0320-JDNQG,Cancelled,48
7180-PISOG,Cancelled,32
9168-INPSZ,Active,44
3571-RFHAR,Cancelled,14
0015-UOCOJ,Active,38
5334-AFQJB,Active,24
2754-SDJRD,Active,23
9578-VRMNM,Cancelled,46
1587-FKLZB,Cancelled,25
6140-QNRQQ,Cancelled,33
8963-JLGJT,Active,26
4307-KTUMW,Cancelled,9
1465-LNTLJ,Active,25
5440-FLBQG,Cancelled,24
2135-DQWAQ,Active,9
4056-QHXHZ,Active,19
7470-MCQTK,Cancelled,28
7488-MXJIV,Cancelled,34
7401-JIXNM,Active,25
9339-FIIJL,Active,25
2027-FECZV,Cancelled,28
2672-DZUOY,Cancelled,36
4706-DGAHW,Active,40
3870-MQAMG,Cancelled,44
6670-MFRPK,Active,11
6177-PEVRA,Active,38
4800-CZMPC,Cancelled,33
4813-HQMGZ,Active,34
7579-KKLOE,Active,8
7377-DMMRI,Cancelled,46
8402-EIVQS,Active,17
4947-DSMXK,Active,44
7245-NIIWQ,Active,9
0002-ORFBO,Active,24
3324-OIRTO,Active,22
5414-OFQCB,Active,38
4967-WPNCF,Active,34
8552-OBVRU,Active,5
8499-BRXTD,Active,30
9154-QDGTH,Active,33
8197-BFWVU,Active,15
2577-GVSIL,Active,24
9367-OIUXP,Active,6
6770-UAYGJ,Active,50
6463-HHXJR,Active,38
7928-VJYAB,Active,43
1187-WILMM,Active,42
9776-OJUZI,Active,5
1306-RPWXZ,Active,10
8949-JTMAY,Cancelled,50
2774-LVQUS,Cancelled,53
3097-PYWXL,Active,38
2266-SJNAT,Active,6
0869-PAPRP,Active,42
4238-JSSWH,Active,7
2972-YDYUW,Active,39
1104-FEJAM,Active,49
2809-ILCYT,Active,43
5499-ECUTN,Active,55
4981-FLTMF,Active,19
9121-PHQSR,Active,30
3113-IWHLC,Active,7
3211-ILJTT,Cancelled,49
4612-THJBS,Cancelled,47
4277-BWBML,Active,36
4094-NSEDU,Cancelled,50
0234-TEVTT,Active,25
4304-TSPVK,Active,30
1552-AAGRX,Active,41
2637-FKFSY,Active,15
9796-MVYXX,Active,7
7874-ECPQJ,Active,26
0020-INWCK,Active,21
7089-RKVSZ,Active,27
2683-JXWQQ,Active,42
9548-ZMVTX,Active,10
8739-XNIKG,Active,9
9755-JHNMN,Active,13
3981-QSVQI,Active,32
2789-HQBOU,Active,21
9424-CMPOG,Active,40
5067-WJEUN,Active,37
3450-WXOAT,Active,55
9251-WNSOD,Active,14
6974-DAFLI,Active,8
2616-UUTFK,Active,34
7064-JHXCE,Active,23
5103-MHMHY,Cancelled,33
7989-AWGEH,Active,12
4373-VVHQL,Active,24
4559-UWIHT,Active,32
7268-IGMFD,Active,17
1846-XWOQN,Cancelled,21
0235-KGSLC,Cancelled,32
6650-BWFRT,Active,55
9570-KYEUA,Active,25
6993-YGFJV,Active,33
2712-SYWAY,Active,41
0730-BGQGF,Active,12
5498-IBWPI,Active,10
9101-NTIXF,Active,25
0013-SMEOE,Active,5
9314-QDMDW,Active,39
9308-ANMVE,Active,31
2884-GBPFB,Cancelled,37
3757-NJYBX,Cancelled,28
3413-DHLPB,Active,49
7649-PHJVR,Active,12
6114-TCFID,Active,13
3787-TRIAL,Active,33
2573-GYRUU,Active,18
5156-UMKOW,Active,26
1247-QBVSH,Active,11
6734-GMPVK,Active,47
9822-OAOVB,Active,27
6161-ERDGD,Active,34
1226-JZNKR,Active,5
7318-EIVKO,Active,10
3771-PZOBW,Active,55
5136-KCKGI,Cancelled,10
8231-BSWXX,Active,6
6486-LHTMA,Active,30
4083-BFNYK,Active,33
3722-WPXTK,Cancelled,44
7389-KBFIT,Active,51
7176-WIONM,Active,12
5141-ZUVBH,Active,5
1089-HDMKP,Active,41
7623-HKYRK,Active,44
0310-SUCIN,Active,17
5197-PYEPU,Active,29
2929-ERCFZ,Cancelled,34
7548-SEPYI,Cancelled,37
8835-VSDSE,Cancelled,26
6619-RPLQZ,Active,43
3275-RHRNE,Active,16
3503-TYDAY,Active,44
6901-GOGZG,Active,48
1623-NLDOT,Cancelled,38
7021-XSNYE,Active,37
9621-OUPYD,Active,29
9898-KZQDZ,Cancelled,46
8982-NHAVY,Active,10
4307-KWMXE,Active,14
0141-YEAYS,Active,7
2450-ZKEED,Active,28
3694-DELSO,Active,22
3893-JRNFS,Active,30
9603-OAIHC,Active,37
1133-KXCGE,Active,16
5236-PERKL,Cancelled,27
0142-GVYSN,Active,30
1049-FYSYG,Active,48
7854-FOKSF,Cancelled,37
2519-FAKOD,Cancelled,31
8406-LNMHF,Active,25
1821-BUCWY,Active,34
8263-JQAIK,Cancelled,52
0023-UYUPN,Active,6
8314-DPQHL,Active,20
1465-WCZVT,Active,37
9481-SFCQY,Active,12
6360-SVNWV,Active,31
0567-GGCAC,Active,37
7089-IVVAZ,Cancelled,28
8884-MRNSU,Active,46
2171-UDMFD,Active,55
9050-IKDZA,Active,46
2205-YMZZJ,Cancelled,40
9802-CAQUT,Active,35
1254-IZEYF,Cancelled,38
0187-WZNAB,Active,7
9492-TOKRI,Cancelled,36
1475-VWVDO,Active,27
9221-OTIVJ,Cancelled,19
1357-MVDOZ,Active,21
7602-MVRMB,Active,53
3325-FUYCG,Cancelled,38
5908-QMGOE,Cancelled,28
1197-BVMVG,Active,13
5406-KGRMX,Active,21
8481-YYXWG,Cancelled,9
5968-HYJRZ,Active,17
5198-EFNBM,Active,16
7516-GMHUV,Active,28
7140-ADSMJ,Active,46
2230-XTUWL,Active,6
7706-YLMQA,Active,53
2585-KTFRE,Active,14
7994-UYIVZ,Active,27
2609-IAICY,Cancelled,31
1740-CSDJP,Cancelled,5
7717-BICXI,Active,16
6559-RAKOZ,Active,22
2636-OHFMN,Cancelled,23
4716-MRVEN,Active,42
2143-LJULT,Active,55
1323-OOEPC,Cancelled,49
3200-MNQTF,Active,10
6164-HXUGH,Active,30
5630-IXDXV,Active,47
0320-DWVTU,Active,14
9135-MGVPY,Active,11
1212-GLHMD,Active,13
7878-JGDKK,Active,10
1088-AUUZZ,Active,17
0397-GZBBC,Cancelled,42
6614-YWYSC,Active,42
9588-OZDMQ,Active,24
7641-EUYET,Cancelled,53
6476-EPYZR,Active,18
9921-ZVRHG,Cancelled,28
1174-FGIFN,Active,23
6620-HVDUJ,Active,10
4701-MLJPN,Cancelled,51
1032-MAELW,Active,7
7641-TQFHN,Active,5
1552-TKMXS,Active,26
9206-GVPEQ,Cancelled,53
8622-ZLFKO,Active,9
1596-BBVTG,Cancelled,8
6188-UXBBR,Active,30
2333-KWEWW,Active,36
5702-SKUOB,Active,8
1134-YWTYF,Active,50
6061-GWWAV,Active,33
0679-TDGAK,Active,8
6585-WCEWR,Active,7
9067-YGSCA,Active,21
9067-SQTNS,Active,36
8433-WXGNA,Cancelled,51
1776-SPBWV,Active,10
8735-SDUFN,Active,28
9668-PUGNU,Active,10
9405-GPBBG,Active,37
1926-QUZNN,Active,21
3707-GNWHM,Cancelled,10
7016-NVRIC,Active,11
5829-NVSQN,Active,49
9565-AXSMR,Active,8
8922-LIEGH,Cancelled,17
8869-LIHMK,Active,16
8245-UMPYT,Cancelled,8
5186-SAMNZ,Cancelled,32
0447-RXSGD,Active,27
4927-WWOOZ,Active,9
5788-YPOEG,Active,31
5373-SFODM,Cancelled,12
0661-KBKPA,Active,8
9081-WWXKP,Active,34
0784-ZQJZX,Active,8
3133-PZNSR,Active,16
5766-ZJYBB,Cancelled,19
8931-GJJIQ,Cancelled,33
4277-PVRAN,Cancelled,51
0022-TCJCI,Cancelled,25
0722-SVSFK,Active,32
3612-YVGSJ,Active,21
9825-YCXWZ,Active,39
5397-NSKQG,Active,12
8565-HBFNN,Active,52
2000-DHJUY,Active,41
0203-HHYIJ,Cancelled,12
8670-ERCJH,Active,6
7758-UJWYS,Active,50
2050-ONYDQ,Active,24
7055-JCGNI,Active,45
0739-UUAJR,Active,12
4826-DXMUP,Active,47
0952-KMEEH,Cancelled,22
7285-KLOTR,Active,15
0654-PQKDW,Active,16
7175-NTIXE,Active,32
7963-SHNDT,Active,9
9796-BPKIW,Active,49
0188-GWFLE,Active,12
8129-GMVGI,Active,45
2882-DDZPG,Active,53
3547-LQRIK,Active,7
9137-NOQKA,Active,40
5843-TTHGI,Active,13
1849-RJYIG,Active,12
8868-GAGIO,Active,29
4061-UKJWL,Active,11
5380-XPJNZ,Active,54
8263-QMNTJ,Active,23
8178-EYZUO,Cancelled,50
3230-JCNZS,Active,17
0277-ORXQS,Active,9
5130-IEKQT,Cancelled,51
3230-WYKIR,Cancelled,46
7996-BPXHY,Active,31
3227-WLKLI,Active,9
0407-BDJKB,Cancelled,52
2266-FUBDZ,Active,43
8237-ULIXL,Active,14
9600-UDOPK,Cancelled,39
8216-AZUUZ,Active,39
9153-BTBVV,Active,33
4074-SJFFA,Cancelled,28
3269-ATYWD,Cancelled,10
5186-PEIZU,Active,31
1074-AMIOH,Active,24
4910-GMJOT,Cancelled,48
0354-WYROK,Cancelled,10
4361-FEBGN,Active,19
7748-UMTRK,Active,5
0380-ZCSBI,Active,19
7145-FEJWU,Active,5
6463-MVYRY,Active,32
3969-JQABI,Active,20
9624-EGDEQ,Active,5
1051-EQPZR,Active,32
5849-ASHZJ,Active,53
5780-INQIK,Active,15
7576-OYWBN,Cancelled,7
4526-ZJJTM,Active,34
8384-FZBJK,Active,17
3750-RNQKR,Active,6
0962-CQPWQ,Active,42
3096-YXENJ,Active,14
1265-BCFEO,Active,26
5837-LXSDN,Active,16
5945-AZYHT,Active,32
8325-QRPZR,Active,34
6384-VMJHP,Active,42
2262-SLNVK,Active,50
7730-CLDSV,Active,8
1135-HIORI,Active,37
0164-APGRB,Active,22
6481-ESCNL,Active,53
1790-NESIO,Active,27
1550-EENBN,Active,8
5539-TMZLF,Cancelled,48
4323-SADQS,Cancelled,49
4446-BZKHU,Cancelled,45
5202-IVJNU,Cancelled,14
5976-JCJRH,Cancelled,9
8198-RKSZG,Active,38
0137-OCGAB,Cancelled,31
3351-NQLDI,Cancelled,36
9297-EONCV,Active,53
7593-JNWRU,Cancelled,34
4588-YBNIB,Cancelled,21
1069-QJOEE,Active,9
3336-JORSO,Cancelled,43
7799-DSEWS,Active,9
8766-PAFNE,Active,13
5315-CKEQK,Active,49
3130-ICDUP,Active,29
0820-FNRNX,Active,13
0880-FVFWF,Active,47
4611-ANLQC,Active,29
4213-HKBJO,Active,50
2792-LSHWX,Active,6
5028-GZLDO,Cancelled,23
0014-BMAQU,Active,9
6861-XWTWQ,Cancelled,32
9018-PCIOK,Active,52
4837-QUSFT,Active,37
6877-TJMBR,Cancelled,6
9953-ZMKSM,Active,48
0907-HQNTS,Active,39
7665-NKLAV,Active,42
6769-DCQLI,Cancelled,10
2433-KMEAS,Cancelled,13
4391-LNRXK,Active,44
8250-ZNGGW,Active,9
2195-ZRVAX,Cancelled,38
3550-SAHFP,Cancelled,53
2011-TRQYE,Cancelled,32
8562-GHPPI,Active,35
5893-PYOLZ,Active,29
4986-MXSFP,Active,9
6131-FOYAS,Active,8
3027-YNWZU,Active,25
5609-IMCGG,Active,27
4873-ILOLJ,Cancelled,42
4727-MCYZG,Active,52
9481-WHGWY,Active,38
2725-KXXWT,Cancelled,51
9565-DJPIB,Cancelled,46
4328-VUFWD,Active,30
3301-LSLWQ,Active,28
7473-ZBDSN,Active,49
3166-PNEOF,Active,14
5639-NTUPK,Active,28
8780-YRMTT,Active,9
8348-HFYIV,Cancelled,18
5140-FOMCQ,Active,33
6242-SGYTS,Active,29
8166-ORCHU,Active,6
8414-OOEEL,Active,8
8454-AATJP,Active,23
6849-WLEYG,Cancelled,11
4659-NZRUF,Cancelled,16
4531-AUZNK,Active,21
4191-XOVOM,Active,53
2150-OEGBV,Active,8
8429-XIBUM,Cancelled,21
1855-CFULU,Active,31
4878-BUNFV,Active,11
1872-EBWSC,Active,33
2608-BHKFN,Cancelled,8
7026-YMSBE,Active,25
7341-LXCAF,Cancelled,17
6997-UVGOX,Active,25
9674-EHPPG,Active,43
9462-MJUAW,Cancelled,37
8128-YVJRG,Cancelled,13
5440-VHLUL,Active,45
5781-BKHOP,Active,51
4283-FUTGF,Cancelled,41
5213-TWWJU,Active,39
1569-TTNYJ,Cancelled,37
8628-MFKAX,Active,6
2397-BRLOM,Cancelled,25
7629-WIXZF,Active,27
5445-GLVOT,Active,9
3976-HXHCE,Active,35
2466-NEJOJ,Active,29
0254-KCJGT,Active,13
5472-CVMDX,Active,24
6461-SZMCV,Active,15
8150-QUDFX,Active,35
9508-ILZDG,Active,43
2346-DJQTB,Active,41
1697-LYYYX,Active,51
1942-OQFRW,Active,27
4749-VFKVB,Cancelled,9
9640-ZSLDC,Active,14
4231-LZUYM,Active,15
7598-UAASY,Cancelled,31
7938-OUHIO,Cancelled,22
8510-AWCXC,Cancelled,41
6128-AQBMT,Active,12
3594-BDSOA,Active,41
0431-APWVY,Cancelled,8
5133-VRSAB,Active,26
5996-DAOQL,Active,30
6838-YAUVY,Active,19
0484-JPBRU,Active,53
7883-ROJOC,Active,38
0244-LGNFY,Active,50
7274-CGTOD,Active,29
4295-YURET,Active,5
3426-NIYYL,Cancelled,18
8225-BTJAU,Cancelled,7
4635-EJYPD,Active,42
1866-ZSLJM,Active,20
4636-TVXVG,Active,28
4236-UJPWO,Active,8
9392-XBGTD,Active,40
3387-VATUS,Cancelled,53
6402-SSEJG,Active,44
1143-NMNQJ,Cancelled,42
1169-SAOCL,Active,40
1110-KYLGQ,Active,53
9929-PLVPA,Active,50
3518-PZXZQ,Active,19
2371-JUNGC,Active,39
7693-QPEFS,Active,31
0924-BJCRC,Active,8
5074-FBGHB,Active,7
2351-BKRZW,Active,55
4455-BFSPD,Active,11
0415-MOSGF,Cancelled,33
1724-BQUHA,Cancelled,18
3948-KXDUF,Active,8
2323-ARSVR,Active,5
0815-MFZGM,Active,14
4826-XTSOH,Cancelled,52
5480-XTFFL,Active,47
8295-FHIVV,Active,53
2495-INZWQ,Cancelled,42
9086-YJYXS,Active,39
1179-INLAT,Active,49
7909-FIOIY,Active,22
4139-SUGLD,Cancelled,46
6857-VWJDT,Cancelled,29
6351-SCJKT,Active,45
5468-BPMMO,Active,8
5624-BQSSA,Cancelled,16
0197-PNKNK,Active,55
2439-QKJUL,Active,6
1194-SPVSP,Active,33
9534-NSXEM,Active,45
2408-WITXK,Cancelled,5
8929-KSWIH,Active,45
2250-IVBWA,Active,36
1810-MVMAI,Active,7
9506-UXUSK,Active,12
1229-RCALF,Active,52
3572-UOLYZ,Active,24
1429-UYJSV,Active,55
5577-OTWWW,Cancelled,24
6100-QQHEB,Cancelled,27
6366-XIVKZ,Active,29
3470-OBUET,Active,11
2770-NSVDG,Active,11
9375-MHRRS,Active,11
2634-HCZGT,Cancelled,45
7503-QQRVF,Cancelled,5
4860-YZGZM,Active,15
6599-GZWCM,Active,55
2691-NZETQ,Cancelled,34
4404-HIBDJ,Cancelled,22
5533-NHFRF,Active,33
7037-MTYVW,Active,20
4760-THGOT,Active,30
7295-JOMMD,Cancelled,27
4016-BJKTZ,Active,32
6584-VQMYT,Active,44
9838-BFCQT,Active,27
2790-XUYMV,Active,17
0581-MDMPW,Active,36
5013-SBUIH,Cancelled,18
1023-BQXZE,Active,46
9163-GHAYE,Active,13
3904-UKFRE,Active,15
5353-WILCI,Active,32
0709-TVGUR,Cancelled,26
0058-EVZWM,Active,7
6023-YEBUP,Cancelled,51
7209-JCUDS,Cancelled,16
7009-PCARS,Active,31
0519-DRGTI,Active,49
1017-FBQMM,Active,27
3001-CBHLQ,Cancelled,44
1985-MBRYP,Active,47
6158-DWPZT,Cancelled,29
9372-TXXPS,Active,24
3259-QMXUN,Active,26
1015-JPFYW,Active,18
6645-MXQJT,Active,12
4360-QRAVE,Active,48
8433-WPJTV,Active,23
5804-JMYIO,Active,28
3763-GCZHZ,Cancelled,54
6484-LATFU,Active,44
7599-NTMDP,Active,21
0772-GYEQQ,Cancelled,19
0536-ACXIP,Active,37
0936-NQLJU,Active,45
4831-EOBFE,Cancelled,39
1575-KRZZE,Active,41
3251-YMVWZ,Active,55
4102-OQUPX,Cancelled,14
